tokens,ner_tags
"['Gặp' 'các' 'loại' 'chông' 'hầm' 'dày_đặc' 'lao' 'tầm_vông' 'là' 'coi'
 'như' 'bị' 'xăm' 'nhừ' ';' 'chông' 'treo' 'như' 'quả' 'cầu_gai' 'sắt'
 'thì' 'bị' 'băm' 'toác' 'đầu' 'hoặc' 'nát' 'ngực' ';' 'chông' 'bàn' ','
 'chông' 'thọt' '...' 'thì' 'có' 'nước' 'cưa' 'chân' '...']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
"['Nhiêu' 'hiểu' 'đụng' 'đến' 'nó' 'là' 'chọc' 'vào' 'tín_ngưỡng' ','
 'tâm_linh' 'người_ta' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0]
"['Hồi' 'chiến_tranh' 'mình' 'đi' 'vận_động' 'quần_chúng' 'còn' 'khổ' ','
 'còn' 'nguy_hiểm' 'hơn' 'kia_mà' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Mới' '7' 'g' 'sáng' 'mà' 'trời' 'nắng' 'như' 'thiêu_đốt' ',' 'người'
 'đi_lại' 'tất_bật' ',' 'ồn_ào' 'đủ' 'thứ' 'âm_thanh' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Nguyễn' 'Trung' 'Hiếu' 'từng' 'thoát' 'chết' 'một_cách' 'thần_kỳ' '.'],[1 2 2 0 0 0 0 0 0]
"['Do' 'nhà' 'quá' 'nghèo' 'nên' 'Nong_Tum' 'không' 'đến' 'học' 'tại' 'lò'
 'võ' 'nào' 'mà' 'tự' 'luyện' 'tại' 'nhà' 'qua' 'người' 'hàng_xóm' 'biết'
 'chút_ít' 'Muay_Thái' '.']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Bề' 'dày' 'lớp' 'trám' 'ximăng' 'càng' 'dày' ',' 'độ' 'cản_quang' 'càng'
 'cao' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Ngoài_ra' ',' 'công_ty' 'của' 'anh' 'Ninh' 'mỗi' 'tháng' 'còn'
 'xuất_khẩu' 'khoảng' '150' '-' '200' 'tấn' 'da' 'trâu_bò' 'sang'
 'thị_trường' 'Trung_Quốc' 'và' 'Thái_Lan' '.']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 5 0]
"['Sau' 'đó' 'bà' 'lại' 'xin' 'cho' 'cô' 'tới' 'học' 'miễn_phí' 'tại'
 'trường' 'mù' 'ở' 'Washington' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0]
"['Loan' 'kể' 'trong' 'nước_mắt' ':' 'Gia_đình' 'tôi' 'nghèo' 'lắm' ','
 'cũng' 'muốn' 'qua' 'đây' 'lấy' 'chồng' ',' 'chồng' 'thương' 'cho' 'ra'
 'ngoài' 'đi' 'làm' 'đặng' 'gửi' 'tiền' 'về' 'cho' 'má' 'tôi' 'đau_ốm'
 'suốt' 'ngày' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Mục_đích' 'ông' 'ta' 'là' 'chia_rẽ' 'vợ_chồng' 'Thọ' 'để' 'dễ_bề' 'nối'
 'lại' 'quan_hệ' 'với' 'Thu' '.']",[0 0 0 0 0 0 1 0 0 0 0 0 0 1 0]
"['Đứa' 'nhỏ' 'hơn' '11' 'tuổi' ',' 'đang' 'ở' 'mãi' 'tận' 'ngoài' 'quê'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Khi' 'lòng_sông' 'hết' 'cát' ',' 'lực_lượng' 'khai_thác' 'cát' 'kéo'
 'vào' 'mép' 'bờ' 'sông' 'tiếp_tục' 'khai_thác' 'khiến' 'hai' 'bờ' 'sông'
 'bị' 'sạt_lở' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Để' 'có' 'sức_khoẻ' ',' 'có' 'tinh_thần' ',' 'ông' 'lấy' 'đội'
 'bóng_chuyền' ',' 'vốn' 'nổi_tiếng' 'Nam_Thanh' 'ra' ',' 'làm' 'mô_hình'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0]
"['Tấm' 'bản_đồ' 'có' 'nhiều' 'vết' 'gấp_khúc' ',' 'chi_chít' 'những'
 'chấm' 'đỏ' 'dọc_ngang' 'bình' 'độ' 'ở' 'nhiều' 'cao_độ' 'khác' 'nhau'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Thế' 'nhưng' 'tới' 'khi' 'đến' 'gần' 'được' 'tàu' 'lại' 'càng'
 'nguy_hiểm' 'hơn' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
['Nhưng' 'đó' 'là' 'ý_chí' 'sau_cùng' 'của' 'nhà' 'vô_địch' '!'],[0 0 0 0 0 0 0 0 0]
"['Còn' 'một' 'người' 'có_thể' 'tin_cậy' ':' 'anh' 'Hai' 'Địa' 'ở'
 'Rạch_Gốc' '.']",[0 0 0 0 0 0 0 1 2 0 5 0]
"['Thái_độ' 'hốt_hoảng' 'là' 'không_thể' 'đóng_kịch' 'vì' 'dù_sao' 'Kim'
 'cũng' 'là' 'một' 'cô' 'gái' 'trẻ' ',' 'nhà_quê' ',' 'không_thể' '""'
 'cáo_già' '""' 'đến' 'mức' 'ấy' '.']",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Chú' 'mà' 'thấy' 'cảnh' 'chôn' 'người' 'chết' 'mùa' 'nước' 'nổi' 'mới'
 'xót_xa' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Thủ_tướng' 'Chính_phủ' 'đã' 'phê_duyệt' 'chương_trình' 'dạy' 'tiếng'
 'Việt' 'cho' 'NVƠNN' '.']",[0 0 0 0 0 0 7 8 0 0 0]
['Tiểu_đội' 'tôi' 'bốn' 'người' 'đã' 'đào' 'được' 'ba' 'hầm' 'vòm' '.'],[0 0 0 0 0 0 0 0 0 0 0]
"['Vụt' 'ào' 'ra' ',' 'ôi' ',' 'kỷ_niệm' '...' 'Và' 'đậm_đà' 'là'
 'bóng_dáng' 'N.' 'Anh' ',' 'hôm_qua' ',' 'hôm_qua' ',' 'đứng' 'gõ' 'cửa'
 'thật' 'nhẹ' '...']",[0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0]
"['Thưa' 'ông' ',' 'có' 'lý_do' 'đặc_biệt' 'nào' 'dẫn' 'tới' 'việc'
 'ra_đời' 'nghị_quyết' 'về' 'công_tác' 'đối_với' 'người' 'Việt' 'ở'
 'nước_ngoài' '(' 'NVONN' ')' 'trong' 'thời_điểm' 'này' '?']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 8 0 0 0 0 0 0 0 0 0]
"['Toà_soạn' 'đã' 'lập_tức' 'liên_hệ' 'một' 'đồng_nghiệp' 'ở' 'Đồng_Nai'
 'đến' '""' 'giải_cứu' '""' '.']",[0 0 0 0 0 0 0 5 0 0 0 0 0]
"['Thợ' 'tiếp_tục' 'nối' 'ống' 'lên' 'mặt_đất' ',' 'lắp' 'trụ' 'bơm' 'bằng'
 'tay' ',' 'vậy' 'là' 'xong' 'một' 'cái' 'giếng' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Một' 'ký' 'gạo' ',' 'một' 'trang' 'chữ' ',' 'một' 'cái' 'hòm' 'tiễn'
 'linh_hồn' 'ra' 'đi' 'vĩnh_viễn' '...' 'Gom' 'lại' ',' 'phố' 'Tàu'
 'nghèo' 'đã' 'viết' 'nên' 'câu_chuyện' 'đậm_đà' ',' 'dạt_dào' 'về' 'lòng'
 'nhân_ái' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0]
"['Nhiều' 'ông' 'VN' 'sang' 'đây' 'đi' 'du_lịch' 'tưởng' 'rẻ' 'cứ'
 'cắm_đầu_cắm_cổ' 'mua' 'lấy_được' '”' '.']",[0 0 5 0 0 0 0 0 0 0 0 0 0 0 0]
"['Sophie' 'giờ_đây' 'đã' 'trở_thành' 'một' 'nhà' 'nghiên_cứu' 'về' 'VN'
 ',' 'chị' 'có' 'dịp' 'đến' 'VN' 'vài' 'lần' 'nhưng' 'vẫn' 'không' 'biết'
 'tìm' 'chị' 'Mai' 'ở' 'đâu' 'vì' 'không' 'sao' 'lần' 'ra' 'tên' 'thật'
 '.']",[1 0 0 0 0 0 0 0 5 0 0 0 0 0 5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
"['-' 'Doanh_nghiệp' 'trong' 'nước' 'cũng' 'như' 'nước_ngoài' 'phải' 'lên'
 'phương_án' 'đầu_tư' 'tiền_khả_thi' ',' 'rồi' 'tới' 'phương_án' 'khả_thi'
 'trình' 'UBND' 'tỉnh' 'phê_duyệt' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Thế' 'nhưng' 'lãnh' 'trợ_cấp' 'từ' 'tháng' 'này' 'sang' 'tháng' 'khác'
 'mà' 'bà' 'vẫn' 'chưa' 'có' 'được' 'tấm' 'bằng' 'Tổ_quốc' 'ghi' 'công'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Việc' 'này' 'liên_quan' 'nhiều' 'khâu' ',' 'qua' 'khâu' 'khác' 'là'
 'của' 'người' 'khác' ',' 'không' 'sờ_mó' 'tới' 'được' '""' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Phải' ',' 'ai' 'chẳng' 'biết' 'trân_trọng' ',' 'xót_xa' 'công_sức'
 'lao_động' 'của' 'chính' 'mình' ',' 'nếu' 'có' 'quá' 'xúc_động' 'chính'
 'là' 'vì' 'nghĩ' 'đến' 'người' 'khác' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Chiếc' 'đầu_tiên' 'chở' 'được' '15' 'tấn' 'vũ_khí' 'vào' 'Nam' 'chính'
 'là' 'chiếc' 'ghe_lưới' 'Bạc_Liêu' 'do' 'đồng_chí' 'Bông' 'Văn' 'Dĩa'
 'mang' 'ra' 'trong' 'chuyến' 'dò_tìm' 'đường' 'ra' 'Bắc' 'báo_cáo' '.']",[0 0 0 0 0 0 0 0 5 0 0 0 0 5 0 0 1 2 2 0 0 0 0 0 0 0 5 0 0]
"['""' 'Phải' 'lau' 'rửa' 'sạch_sẽ' ',' 'quần_áo' 'tử_tế' 'thì' 'mẹ' 'cho'
 ',' 'nhà' 'có' 'khách' 'đấy' '...' '""' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Năm' '31' 'tuổi' ',' 'khi' 'gia_đình' 'bắt_đầu' 'có' 'của_ăn_của_để' ','
 'ông' 'đã' 'nghĩ' 'đến' 'việc' 'giúp' 'những' 'gia_đình' 'nghèo' 'sống'
 'trong' 'cảnh' 'nhà_dột_cột_xiêu' 'bằng' 'cách' 'cất' 'cho' 'họ' 'căn'
 'nhà' 'che' 'nắng' 'che' 'mưa' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Anh' 'Tăng' 'kể' 'có' 'lần' 'đang' 'đêm' 'ba' 'cô_gái' 'người' 'Hà_Nội'
 'vào' 'đánh_thức' 'các' 'anh' 'trong' 'ban' 'quản_trang' 'dậy' '.']",[0 1 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0]
['8' 'g' '20' '.'],[0 0 0 0]
"['Trong' 'đêm_tối' 'mịt_mùng' ',' 'họ' 'chỉ' 'nhận' 'được' 'ra' 'nhau'
 'nhờ' 'chiếc' 'đèn' 'tín_hiệu' 'trên' 'áo_phao' 'cá_nhân' 'và' 'phao'
 'tròn' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Dĩ_nhiên' 'đoàn' 'caravan' 'Ấn_Độ' '-' 'ASEAN' 'này' 'được' 'sự'
 'lo_lắng' 'chuẩn_bị' 'của' 'nhiều' 'bộ' ',' 'ngành' 'trung_ương'
 'thành_ra' 'nhanh' 'đến' 'vậy' ',' 'nhưng' 'loại_trừ' 'yếu_tố' 'ấy' 'ra'
 'thì' 'chuyện' 'làm' 'nhanh' 'thủ_tục' 'cho' 'khách' 'là' 'điều'
 'hoàn_toàn' 'có_thể' '!']","[0 0 0 5 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
['Hải' 'vẫn' 'bình_thản' 'như' 'không' '.'],[1 0 0 0 0 0]
"['Ông' 'đi' 'B' 'năm' '1968' 'với' 'bút_danh' 'Huỳnh' 'Biếc' ',' 'với'
 'ông' 'vũ_khí' 'không' 'phải' 'là' 'súng' 'mà' 'là' 'cây' 'bút' 'sắt'
 'ngòi' 'răng_cưa' 'đã' 'theo' 'ông' 'từ' 'thời' 'chống' 'Pháp' '.']",[0 0 5 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0]
"['Thôn' 'Hiền_An' '2' 'có' 'đến' '95%' 'số' 'hộ' 'sống' 'bằng'
 'ngư_nghiệp' ',' 'ông' 'Đinh' 'được' 'dân' 'chài' 'nơi' 'đây' 'xem' 'là'
 'người' 'am_tường' 'nhất' 'từng' 'hơi' 'thở' 'của' 'biển' '.']",[5 6 6 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Để' 'chứng_minh' 'lời' 'mình' 'nói' ',' 'anh' 'ta' 'chạy' 'ra' 'sau'
 'tóm_cổ' 'mang' 'lên' 'một' 'con' 'thú' 'có' 'tên' 'gọi' 'là' 'dúi' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Những' 'bức' 'ảnh' 'tôi' 'chụp' 'ông' 'là' 'những' 'bức' 'mà' 'người'
 'ngoài' 'gia_đình' 'ông' 'khó' 'thể' 'có' 'được' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['ở' 'hang' 'này' 'chỉ' 'có' 'một' 'chú' 'bò_cạp' 'đang' '“' 'phòng'
 'không' '”' 'nhưng' 'khá' 'lớn' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Vừng' 'ơi' ',' 'mở' 'ra' '.']",[0 0 0 0 0 0]
"['Tám' 'Nhiều' 'đang' 'thui' 'con' 'heo' 'rừng' 'bằng' 'lửa' 'của' 'bình'
 'gas' '.']",[1 2 0 0 0 0 0 0 0 0 0 0 0]
"['Phố' 'nhỏ' 'se_se' 'đang' 'mùa' 'gió' 'nổi' 'Có' 'chút' 'gì' 'xúc_động'
 'mãi' 'theo' 'đi' '...']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['“' 'Vì' 'em' 'đã' 'biết' 'được' 'tới' 'hai' 'cuộc_sống' ':' 'một' 'là'
 'phá' 'hỏng' 'những' 'gì' 'tốt_đẹp' ',' 'hai' 'là' 'làm' 'lại' 'từng'
 'chút' 'từ' 'số_âm' '”' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Trong' 'thời_gian' 'gần' 'đây' 'bọn' '“' 'cẩu' 'tặc' '”' 'thường' 'dùng'
 'một' 'loại' 'độc_tố' 'khác' 'chưa' 'xác_định' 'được' 'tên' 'gọi' 'nhập'
 'từ' 'Trung_Quốc' 'có' 'khả_năng' 'sát' 'tử' 'rất' 'cao' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0]
['Đừng' 'ai' 'xem' 'những' 'dòng' 'này' '.'],[0 0 0 0 0 0 0]
"['Rồi' 'những' '""' 'bồn_tắm' 'tiên' '""' ',' '""' 'bãi_tắm' 'tiên' '""'
 'lần_lượt' 'hiện' 'lên' 'trong' 'hoa_văn' 'đẹp_mắt' 'của' 'những' 'tảng'
 'đá' 'màu' 'trắng_toát' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Hải' 'đứng' 'dậy' ',' 'móc' 'điện_thoại' 'ra' 'điện' 'cho' 'ai' 'đó' '.']",[1 0 0 0 0 0 0 0 0 0 0 0]
['Nghe' 'nói' 'đề_tài' 'được' 'chấm' 'điểm' 'tối_đa' 'kia' 'đấy' '.'],[0 0 0 0 0 0 0 0 0 0]
"['""' 'Ngập' 'nước' 'thì' 'rất' 'nhiều' 'nguyên_nhân' ',' 'nhưng' 'cứ'
 'ngập' 'là' 'bà_con' 'la_rầy' 'mấy' 'ông' 'thoát' 'nước' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Nếu' 'ông' 'ta' 'tự' 'gọi' 'thì' 'rất' 'dễ' 'hai' 'người' 'đã' 'có'
 'tình_cảm' 'với' 'nhau' ',' 'thậm_chí' 'đã' 'có' 'quan_hệ' 'gì' 'đó'
 'với' 'nhau' ',' 'nay' 'Thu' 'bỏ' 'chạy' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
"['""' 'Mùa' 'buôn' 'thú' 'còn' 'kéo_dài' 'cho' 'đến' 'áp' 'tết' '.']",[0 0 0 0 0 0 0 0 0 0 0]
"['Đó' 'là' 'hệ_thống' 'đường_hầm' 'ngầm' 'trên' '200' 'km' 'trong' 'lòng'
 'đất' ';' 'vừa' 'là' 'căn_cứ_địa' ',' 'vừa' 'là' 'nơi' 'trú_ẩn' ',' 'vừa'
 'là' 'công_sự' 'chiến_đấu' '...']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Sau' 'hơn' 'một' 'tháng' 'chữa_trị' ',' 'anh' 'đã' 'an_tâm' 'về' 'nhà'
 'đi' 'tìm_hiểu' 'mấy' 'đám' 'sau' 'khi' 'đã' 'được' 'chữa' 'khỏi'
 'dị_tật' 'chẻ' 'đôi' 'ở' 'cơ_quan' 'sinh_dục' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Lê' 'Công' 'Khanh' ',' 'người' 'cựu_binh' 'miền' 'Nam' 'năm' 'xưa'
 'đứng' 'bên' 'cạnh' ',' 'hai' 'tay' 'anh' 'quàng' 'lấy' 'vai' 'mẹ' 'tôi'
 ',' 'mắt' 'anh' 'nhoà' 'lệ' '.']",[1 2 2 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Ông' 'Lớc' 'lại' 'cười' 'mãn_nguyện' '...'],[0 1 0 0 0 0]
"['Vừa' 'nói' 'cậu' 'vừa' 'lôi' 'cái' 'túi' 'nilông' 'giấu' 'trong' 'hốc'
 'cây' ',' 'lấy' 'ra' 'hộp' 'xi' ',' 'bàn_chải' ',' 'giẻ' 'lau' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Tuy_nhiên' 'cặp' 'này' 'may_mắn' 'hơn' 'là' 'họ' 'đã' 'thường_xuyên'
 'liên_lạc' 'với' 'Trung_tâm' 'Tư_vấn' 'phòng_chống' 'AIDS' 'của'
 'Đà_Nẵng' 'và' 'đã' 'được' 'hỗ_trợ' 'rất' 'nhiều' '.']",[0 0 0 0 0 0 0 0 0 0 0 3 4 4 4 0 5 0 0 0 0 0 0 0]
"['Bên' 'kia' 'núi' ',' 'chỉ' 'cách' 'vài' 'kilômet' 'là' 'những' 'kho'
 'hàng' 'lậu' 'đang' 'chờ' 'mang' 'đi' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Sau' 'cuộc' 'thoại' 'rất' 'sôi_nổi' 'như' 'để' 'giải_toả' 'đó' ',' 'ông'
 'Chương' 'thở_dài' 'ngao_ngán' 'và' 'than_vãn' 'mấy' 'câu' 'bâng_quơ' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
"['Tôi' 'sẵn_sàng' 'nhận' 'anh' 'Đại' 'và' 'các' 'công_nhân' 'trong' 'nhóm'
 'tố_cáo' 'tiêu_cực' 'ở' 'đường' 'liên_cảng' 'A5' 'vào' 'công_ty'
 'làm_việc' '.']",[0 0 0 0 1 0 0 0 0 0 0 0 0 5 6 6 0 0 0 0]
"['Không' 'nhiều' 'lắm' 'những' 'người' 'chỉ' 'thích' 'đi' 'làm' 'cán_bộ'
 'lớp' ',' 'cán_bộ' 'Đoàn' 'như' 'kiểu' 'Thuỵ' ',' 'Qui' '...' 'Vả_lại'
 ',' 'trong' 'trường' 'ĐH' ',' 'con_em' 'gia_đình' 'không' 'cơ_bản'
 'không' 'phải' 'là' 'ít' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Tuy_nhiên' 'chính_quyền' 'TP' 'không' 'nên' 'dừng' 'ở' 'đó' '.'],[0 0 0 0 0 0 0 0 0]
"['Hết' 'biển' 'rồi' 'hoà' 'vào' 'đại_dương' 'mênh_mông' '...' '""' '.']",[0 0 0 0 0 0 0 0 0 0]
"['Năm' '1999' '-' '2001' ',' 'anh' 'theo' 'học' 'lớp' 'cao_học' 'niệu'
 'khoá' '7' 'tại' 'Trường' 'đại_học' 'Y_dược' 'TP.' 'HCM' 'với' 'luận_văn'
 'bảo_vệ' 'là' 'tán' 'sỏi' 'ngoài' 'cơ_thể' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 4 4 4 0 0 0 0 0 0 0 0 0]
"['Những' 'tấm' 'ảnh' 'chụp' 'khác' 'của' 'anh' 'cho' 'thấy' 'có' 'hàng'
 'chục' 'phóng_viên' 'và' 'cameraman' 'đang' 'lia' 'ống_kính' 'chỉ' 'vài'
 'giây' 'trước' 'đó' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Và' 'tôi' 'cảm_nhận' 'được' 'trong' 'cách' 'ăn_nói' ',' 'biểu_lộ'
 'tình_cảm' 'của' 'những' '""' 'hoa' 'đêm' '""' 'dành' 'cho' 'chị' 'D.'
 'như' 'những' 'người' 'em' 'đối_với' 'một' 'người' 'chị' ',' 'họ'
 'thổ_lộ' ',' 'chia_sẻ' 'tất_cả' 'những' 'điều' 'thầm_kín' 'nhất' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
['Tôi' 'nghe' 'anh' 'khấn' 'mà' 'ứa' 'nước_mắt' '.'],[0 0 0 0 0 0 0 0]
"['Sau' 'khi' 'hoàn_tất' 'thủ_tục' ',' 'thời_gian' 'qua' 'một_số'
 'chủ_sở_hữu' 'đất' 'ở' 'đã' 'đầu_tư' 'thuê' 'nâng_cấp' 'mặt_bằng'
 'xây_dựng' 'nền_móng' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Trước' 'khi' 'rời' 'trạm' 'bên' 'VN' ',' 'mỗi' 'người' 'được' 'phát'
 'một' 'bao' 'gạo' '15' 'kg' ',' 'lúc' 'này' 'chiếc' 'ruột_tượng' 'vốn'
 'theo' 'ông' 'từ' 'lúc' 'còn' 'ở' 'tiểu_đoàn' '202' ',' 'trung_đoàn'
 'xe_tăng' 'được' 'phát_huy' 'công_dụng' '.']",[0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 0 0 0]
"['Nhưng' '...' 'giá_như' 'đừng' 'nghiện' ',' 'đừng' 'phải' 'đi'
 'cai_nghiện' 'thì' 'tốt' 'hơn' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Có' 'phải' 'vì' 'mình' 'kém' 'nghị_lực' 'chiến_đấu' ';' 'kém'
 'tinh_thần' 'vươn' 'lên' 'và' 'cam_chịu' 'sống' 'cuộc_đời' 'riêng_biệt'
 ',' 'tẻ_nhạt' 'với' 'những' 'rung_động' 'êm_đềm' '?']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Chị' 'Hiền' 'Trâm' ',' 'chị' 'Phương' 'Trâm' 'và' 'tôi' 'thay' 'nhau'
 'bấm' 'số' '.']",[0 1 2 0 0 1 2 0 0 0 0 0 0 0]
"['Lúc' 'ấy' ',' 'cô' 'tự' 'nhận' ':' '“' 'Hương' 'thấy' 'không_khí' 'ở'
 'TP' 'này' 'sôi_động' 'quá' ',' 'đầy' 'sức_sống' 'quá' 'nên' 'đâm_ra'
 'ít' '...' 'lãng_đãng' 'hơn' 'trước' '!']",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Biển' 'sau' 'cơn' 'bão' 'đẹp' 'đến' 'lạ' '.'],[0 0 0 0 0 0 0 0]
"['Anh' 'bỏ' 'chạy' 'xe' 'cả' 'ngày' 'để' 'chở' 'con' 'đi' 'một' 'vòng'
 'khắp' 'TP' 'như' 'một' 'phần_thưởng' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Nhưng' 'cũng' 'thấy' 'thương' 'gia_đình' 'và' 'các' 'cháu' '.'],[0 0 0 0 0 0 0 0 0]
['Khi' 'thám_tử' 'bị' 'điều_tra' '.'],[0 0 0 0 0]
"['Mấy' 'tháng' 'rồi' 'không' 'đi' 'đường' 'Bạch_Đằng' 'trên' 'bờ' 'tây'
 'sông' 'Hàn' '-' 'nơi' 'các' 'đơn_vị' 'thi_công' 'ngăn' 'đường' 'để'
 'đào_xới' ',' 'xây_dựng' 'tất_bật' 'suốt' 'ngày_đêm' ',' 'bụi' 'đất'
 'mịt_mù' ';' 'sáng' 'xuân' 'nay' 'trở_lại' 'đường' 'xưa' ',' 'dường_như'
 'mọi' 'thứ' 'đã' 'thay_đổi' '.']","[0 0 0 0 0 5 6 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
"['Long' 'lại' 'bám_víu' ',' 'lại' 'tiếp_tục' '...']",[1 0 0 0 0 0 0]
"['Để' 'chắc_ăn' 'hơn' ',' 'Hậu' 'chạy' 'vượt' 'lên' 'trước' 'đôi'
 'trai_gái' ',' 'Bình' 'đi' 'sát' 'phía' 'sau' 'đôi' 'này' 'và' 'bất_ngờ'
 'gọi' 'giật_giọng' ':' '""' 'Tuấn' 'ơi' '!' '""' '.']",[0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
